,Term,Documents
953,186.8,['358']
954,18:00:08.86,['495']
955,18:02:58.44,['496']
956,18:04:17.59,['111']
957,18:04:52.91,['497']
958,18:06:47.22,['117']
959,18:07:18.31,['498']
960,18:09:37.31,['499']
961,18:09:39.66,['131']
962,18:11:09.21,['500']
963,18:13:59.93,['132']
964,18:14:49.93,['133']
965,18:15:09.97,['134']
966,18:16:09.87,['135']
967,18:21:00.31,['136']
968,18:22:58.57,['137']
969,18:24:57.40,['138']
970,18:26:24.22,['139']
971,18:36:05.15,['140']
972,18:37:48.60,['191']
973,18:38:02.32,['192']
974,18:41:59.82,['193']
975,18:45:36.66,['194']
976,18:50:05.96,['195']
977,18:50:57.36,['196']
978,18:53:18.49,['197']
979,18:54:46.18,['198']
980,18:56:34.21,['199']
981,18:56:43.55,['200']
982,19,"['005', '041', '091', '114', '114', '115', '120', '151', '317', '317', '439', '451', '491']"
983,19 3/8,['111']
984,19 month,['373']
985,19 year old,['131']
986,"19,000 plu",['320']
987,"19,217",['200']
988,"19,488,587","['122', '249']"
989,"19,741",['203']
990,19.1,['305']
991,19.3,['417']
992,19.5,['027']
993,19.6,"['037', '434']"
994,19.7,"['054', '303', '425']"
995,19.9,['388']
996,190,"['135', '255']"
997,190.4,['261']
998,192,['229']
999,1928,['111']
1000,195,"['079', '079']"
1001,"195,000",['310']
1002,1960,['039']
1003,1963,['102']
1004,"197,000",['092']
1005,1976,"['078', '376']"
1006,1977,"['422', '428']"
1007,1978,"['029', '231']"
1008,1979,"['318', '318']"
1009,198,['058']
1010,"198,919",['309']
1011,1980,"['231', '288']"
1012,1981,"['005', '005', '340', '463']"
1013,1982,['132']
1014,1983,"['045', '124', '243', '305', '357', '395', '430']"
1015,1984,"['005', '047', '123', '173', '262', '281', '318', '428', '428', '448']"
1016,1984/85,['433']
1017,1985,"['011', '015', '027', '040', '040', '047', '074', '098', '107', '120', '120', '120', '123', '137', '151', '168', '168', '174', '192', '193', '194', '194', '194', '195', '203', '203', '221', '221', '228', '255', '262', '267', '267', '267', '268', '268', '275', '284', '284', '293', '293', '293', '308', '340', '340', '367', '371', '372', '374', '375', '377', '395', '399', '415', '422', '445', '463', '463', '483', '491', '494', '496']"
1018,1985/86,"['006', '376', '376', '433', '433', '438', '438', '453', '453']"
1019,1986,"['005', '006', '012', '013', '018', '019', '027', '040', '040', '041', '041', '045', '046', '047', '056', '074', '074', '082', '090', '093', '101', '101', '107', '107', '111', '124', '140', '140', '140', '152', '164', '167', '168', '168', '170', '170', '172', '172', '174', '174', '184', '194', '194', '194', '194', '194', '194', '194', '195', '195', '195', '197', '197', '197', '197', '200', '200', '200', '200', '200', '200', '203', '204', '207', '207', '210', '212', '213', '213', '221', '223', '227', '227', '227', '227', '236', '238', '243', '250', '255', '255', '257', '261', '261', '261', '262', '262', '262', '264', '267', '267', '268', '268', '268', '271', '282', '282', '284', '284', '287', '288', '305', '306', '306', '308', '308', '308', '313', '314', '314', '327', '333', '336', '338', '343', '343', '347', '347', '348', '358', '367', '367', '372', '383', '399', '399', '399', '399', '401', '402', '402', '405', '405', '412', '415', '425', '432', '432', '436', '437', '439', '440', '445', '448', '448', '448', '448', '452', '453', '470', '474', '483', '483', '483', '491', '494', '496', '496', '496', '496']"
1020,1986 1988,['445']
1021,1986/87,"['001', '006', '006', '322', '410', '433', '433', '433', '436', '438', '453', '453']"
1022,1987,"['008', '009', '024', '024', '026', '040', '040', '046', '046', '054', '054', '056', '057', '060', '060', '061', '061', '083', '095', '103', '107', '109', '115', '140', '152', '172', '172', '172', '174', '180', '180', '180', '195', '195', '200', '200', '200', '204', '207', '207', '207', '207', '207', '207', '207', '207', '207', '207', '207', '207', '208', '210', '210', '214', '216', '229', '235', '242', '243', '262', '262', '262', '262', '262', '262', '262', '262', '268', '268', '268', '268', '268', '269', '285', '288', '302', '302', '305', '314', '314', '314', '323', '323', '323', '342', '374', '374', '375', '399', '405', '405', '406', '421', '421', '421', '430', '445', '448', '448', '448', '448', '448', '448', '448', '448', '448', '448', '448', '448', '448', '448', '466', '478', '483', '491', '491', '493', '493', '493', '496', '496']"
1023,1987 1989,"['210', '445']"
1024,1987-89,['138']
1025,1987/88,"['001', '272', '377', '436', '436', '436', '436']"
1026,1988,"['018', '018', '023', '026', '028', '105', '142', '155', '155', '155', '163', '194', '207', '207', '207', '207', '207', '207', '207', '210', '231', '235', '254', '265', '298', '306', '348', '381', '420', '434', '445', '445', '445', '448', '448', '448', '448', '448', '448', '448', '448', '448', '448', '466', '475', '475', '494']"
1027,1988/1989,['493']
1028,1989,"['026', '070', '105', '143', '210', '210', '319', '340', '381', '422', '445', '463', '475']"
1029,"199,000",['250']
1030,1990,"['051', '376', '436', '436']"
1031,1990/91,['436']
1032,1991,"['031', '061', '070', '105', '190', '301', '422', '422', '466']"
1033,1992,"['143', '196', '222', '222', '298', '418', '499']"
1034,1993,['422']
1035,1994 1998,['210']
1036,1995,"['142', '183', '229', '229', '265']"
1037,1996,"['083', '142', '241']"
1038,1997,"['035', '196', '352', '472']"
1039,1998,"['196', '289', '307', '359']"
1040,1999,"['083', '103']"
1041,19:02:33.14,['251']
1042,19:04:31.39,['252']
1043,19:04:38.26,['253']
1044,19:05:21.41,['254']
1045,19:06:36.56,['255']
1046,19:09:27.77,['256']
1047,19:10:26.95,['257']
1048,19:11:19.94,['258']
1049,19:15:32.68,['259']
1050,19:18:49.58,['260']
1051,19:23:42.46,['311']
1052,19:26:43.72,['312']
1053,1sr,['182']
1054,1st,"['012', '140', '140', '225', '363', '363', '478']"
1055,2,"['006', '006', '116', '206', '206', '222', '222', '262']"
1056,2 1/2,"['059', '059']"
1057,2 1/8,['135']
1058,2 for 1,['486']
1059,"2,000","['152', '211']"
1060,"2,018",['212']
1061,"2,024,116",['213']
1062,"2,048,0000",['167']
1063,"2,064",['487']
1064,"2,075,000",['417']
1065,"2,083",['200']
1066,"2,095",['439']
1067,"2,100",['137']
1068,"2,129,300",['033']
1069,"2,137",['305']
1070,"2,188,933",['027']
1071,"2,227,000",['013']
1072,"2,240",['141']
1073,"2,240,000",['396']
1074,"2,250",['320']
1075,"2,285,000",['013']
1076,"2,289,000",['444']
1077,"2,292,599",['325']
1078,"2,325",['001']
1079,"2,330,000",['024']
1080,"2,332,397","['038', '038']"
1081,"2,368,000",['186']
1082,"2,372,457",['341']
1083,"2,375",['001']
1084,"2,380",['001']
1085,"2,400",['001']
1086,"2,433,000","['221', '221']"
1087,"2,435",['473']
1088,"2,486",['439']
1089,"2,493,000",['336']
1090,"2,500",['200']
1091,"2,516,000",['037']
1092,"2,569,000",['415']
1093,"2,595",['206']
1094,"2,600,000",['327']
1095,"2,656,000",['115']
1096,"2,665,000",['159']
1097,"2,666,000",['092']
1098,"2,692.4",['006']
1099,"2,777,425",['213']
1100,"2,800,000",['346']
1101,"2,806,005",['219']
1102,"2,843,520",['341']
1103,"2,858,000",['011']
1104,"2,925,294","['417', '417']"
1105,"2,943,000",['365']
1106,"2,980,247",['417']
1107,"2,986,000",['013']
1108,2.07,['412']
1109,2.08,['372']
1110,2.1,"['099', '099', '235', '318', '351', '445']"
1111,2.10,['336']
1112,2.14,['284']
1113,2.15,"['060', '302', '302', '492', '498']"
1114,2.16,['412']
1115,2.18,"['314', '439']"
1116,2.2,"['140', '151', '175', '207', '236', '243', '243', '246', '305', '305', '448']"
1117,2.20,['500']
1118,2.22,['500']
1119,2.23,['405']
1120,2.25,['496']
1121,2.27,"['001', '001', '001']"
1122,2.28,"['001', '167']"
1123,2.3,"['099', '123', '207', '281', '448']"
1124,2.34,['005']
1125,2.35,['375']
1126,2.4,"['012', '151']"
1127,2.40,['005']
1128,2.45,"['262', '322']"
1129,2.5,"['138', '207', '227', '250', '262', '262', '304', '371', '436', '448', '488']"
1130,2.52,['040']
1131,2.54,['399']
1132,2.55,"['005', '005', '005']"
1133,2.58,['045']
1134,2.6,"['041', '093', '348', '425']"
1135,2.65,"['005', '193']"
1136,2.66,['204']
1137,2.67,['140']
1138,2.7,"['041', '425']"
1139,2.70,"['004', '016', '370']"
1140,2.715,['364']
1141,2.72,['065']
1142,2.725,['439']
1143,2.727,['062']
1144,2.75,['496']
1145,2.76,['393']
1146,2.78,['204']
1147,2.8,"['207', '448', '483']"
1148,2.85,"['135', '135']"
1149,2.9,"['038', '064', '236']"
1150,2.96,['482']
1151,2.99,['482']
1152,2/26,['049']
1153,2/27,['049']
1154,20,"['006', '006', '006', '007', '018', '023', '026', '027', '040', '041', '051', '051', '082', '086', '098', '098', '101', '109', '132', '154', '154', '154', '155', '159', '182', '195', '205', '227', '240', '253', '264', '265', '287', '322', '373', '383', '399', '421', '421', '423', '434', '479']"
1155,20 22,['129']
1156,20 year,['246']
1157,"20,096",['200']
1158,"20,243",['200']
1159,20.3,"['210', '210']"
1160,20.4,['006']
1161,20.7,['467']
1162,20.792,['081']
1163,20.9,"['037', '303', '425']"
1164,200,"['004', '016', '098', '196', '200', '208', '270', '273', '273', '322', '359', '387', '437', '441', '449', '465', '491']"
1165,"200,000","['010', '010', '078', '111', '297', '297']"
1166,2000,['097']
1167,2002,['183']
1168,2008,['296']
1169,201.4,['192']
1170,2016,"['239', '359']"
1171,2017,['359']
1172,2018,"['239', '239']"
1173,"202,000",['159']
1174,"203,000",['024']
1175,205,"['358', '399']"
1176,"205,000",['233']
1177,206,['215']
1178,207.7,['439']
1179,20:04:55.06,['313']
1180,21,"['026', '175', '235', '268', '305', '319', '341', '417']"
1181,"21,669",['203']
1182,"21,782,929","['069', '069']"
1183,"21,798,000",['370']
1184,21.1,['006']
1185,21.3,"['303', '410', '425']"
1186,21.5,['478']
1187,21.6,['023']
1188,21.7,['358']
1189,21.8,['221']
1190,"210,000",['256']
1191,2100,['097']
1192,211,['047']
1193,212.5,['058']
1194,213,['329']
1195,"213,470,000",['065']
1196,213.4,['467']
1197,2130,['080']
1198,214,['280']
1199,215,['475']
1200,"215,000",['037']
1201,"217,000",['122']
1202,218.5,['006']
1203,219.5,['280']
1204,21:02:16.57,['314']
1205,21:06:50.50,['315']
1206,21:32:41.13,['316']
1207,21:37:18.46,['317']
1208,22,"['001', '037', '116', '208', '269', '315', '434', '470', '478', '485']"
1209,"22,345,718",['069']
1210,22.1,['140']
1211,22.12,['367']
1212,22.2,['038']
1213,22.4,['359']
1214,22.8,['175']
1215,220,"['095', '135', '229', '258']"
1216,"220,838",['034']
1217,225,['135']
1218,"225,000","['432', '476']"
1219,226,['445']
1220,"226,653,000",['066']
1221,228,['450']
1222,"229,463",['228']
1223,22:25:49.20,['318']
1224,22:42:47.98,['319']
1225,22:56:45.09,['320']
1226,22:57:31.32,['371']
1227,23,"['005', '009', '140', '177', '211', '294', '323', '411', '423', '467', '487']"
1228,"23,000",['275']
1229,23.1,['325']
1230,23.3,['238']
1231,23.6,['006']
1232,23.68,['367']
1233,23.77,['204']
1234,230,['180']
1235,"230,949",['309']
1236,2326,['445']
1237,233,['401']
1238,"233,000",['482']
1239,233.91,['152']
1240,235,['135']
1241,"235,572",['213']
1242,235p,['209']
1243,236.90,['058']
1244,"238,000",['233']
1245,23:00:56.20,['372']
1246,23:06:27.89,['373']
1247,23:06:44.14,['374']
1248,23:46:55.84,['375']
1249,24,"['062', '074', '176', '181', '194', '207', '337', '363', '448']"
1250,24 industri,['496']
1251,24.07,['204']
1252,24.2,['074']
1253,24.3,['225']
1254,24.4,['336']
1255,24.5,['006']
1256,24.8,['164']
1257,"240,000",['396']
1258,240.5,['434']
1259,243,['215']
1260,243.6,['168']
1261,249,"['401', '456']"
1262,"249,814",['223']
1263,25,"['005', '009', '045', '049', '062', '062', '062', '069', '077', '080', '084', '084', '096', '096', '097', '097', '097', '138', '163', '169', '183', '192', '196', '240', '242', '261', '264', '266', '275', '279', '295', '295', '297', '297', '314', '316', '322', '339', '352', '376', '380', '383', '399', '413', '418', '475', '480', '480']"
1264,"25,000","['107', '109']"
1265,"25,191",['305']
1266,"25,286",['305']
1267,"25,459,238",['069']
1268,"25,873,904","['069', '069']"
1269,25.1,['006']
1270,25.137,['062']
1271,25.2,['027']
1272,25.375,['489']
1273,25.4,"['167', '335']"
1274,25.52,['377']
1275,25.6,"['158', '158', '336', '410']"
1276,25.7,['038']
1277,25.780,['062']
1278,25.9,"['376', '417']"
1279,250,"['047', '095', '110', '110', '210', '318', '329']"
1280,"250,000","['265', '342', '395', '406']"
1281,251,['475']
1282,"251,000",['482']
1283,257.5,['168']
1284,"258,591",['351']
1285,26,"['004', '016', '049', '061', '085', '094', '143', '143', '173', '233', '298', '298', '373', '418', '435', '436', '436', '466', '478']"
1286,26 feb 1987,"['001', '002', '003', '004', '005', '006', '007', '008', '009', '010', '011', '012', '013', '014', '015', '016', '017', '018', '019', '020', '021', '022', '023', '024', '025', '026', '027', '028', '029', '030', '031', '032', '033', '034', '035', '036', '037', '038', '039', '040', '041', '042', '043', '044', '045', '046', '047', '048', '049', '050', '051', '052', '053', '054', '055', '056', '057', '058', '059', '060', '061', '062', '063', '064', '065', '066', '067', '068', '069', '070', '071', '072', '073', '074', '075', '076', '077', '078', '079', '080', '081', '082', '083', '084', '085', '086', '087', '088', '089', '090', '091', '092', '093', '094', '095', '096', '097', '098', '099', '100', '101', '102', '103', '104', '105', '113', '119', '171', '172', '173', '174', '175', '176', '177', '178', '179', '180', '231', '232', '233', '234', '235', '236', '237', '238', '239', '240', '291', '292', '293', '294', '295', '296', '297', '298', '299', '300', '351', '352', '353', '354', '355', '356', '357', '358', '359', '360', '411', '412', '413', '414', '415', '416', '417', '418', '419', '420', '491', '492', '493', '494', '495', '496', '497', '498', '499', '500']"
1287,"26,108",['175']
1288,"26,158,000",['370']
1289,"26,195",['223']
1290,"26,945",['200']
1291,26.2,['074']
1292,26.3,['093']
1293,26.5,['225']
1294,260,"['228', '474']"
1295,"260,000",['383']
1296,"260,500",['091']
1297,"261,000",['250']
1298,264.2,['065']
1299,26th,['377']
1300,27,"['001', '024', '045', '049', '066', '150', '190', '194', '197', '205', '210', '261', '266', '284', '329', '335', '358', '436', '490']"
1301,27.2,['170']
1302,27.4,['221']
1303,27.6,['336']
1304,27.8,['335']
1305,27.9,['376']
1306,"273,000","['140', '197', '250']"
1307,275,['266']
1308,276.7,['456']
1309,279.085,['424']
1310,28,"['001', '012', '023', '047', '160', '168', '194', '214', '216', '229', '261', '285', '285', '290', '326', '335', '338', '338', '400', '401', '456', '460', '468', '470', '485']"
1311,28.3,"['073', '073', '419']"
1312,28.4,['478']
1313,28.5,"['481', '481']"
1314,28.507,['062']
1315,28.6,['460']
1316,28.7,['485']
1317,280,['395']
1318,281.546,['424']
1319,"284,000",['482']
1320,"285,000",['442']
1321,"286,870",['236']
1322,286r,['321']
1323,287,['138']
1324,29,"['059', '066', '146', '306', '308', '358', '415']"
1325,29 3/8,['045']
1326,29.289,['062']
1327,29.6,['238']
1328,29.71,['081']
1329,29.8,['199']
1330,29.9,['227']
1331,"290,000",['432']
1332,290.9,['065']
1333,291.8,"['013', '056']"
1334,"292,000",['442']
1335,293.7,['194']
1336,"295,000",['417']
1337,296.6,['393']
1338,296.7,['415']
1339,298,['415']
1340,298.5,['013']
1341,299.2,['011']
1342,2nd,"['013', '184', '257']"
1343,3,"['192', '192', '204', '204', '204', '303', '322', '368', '411', '422', '425', '434']"
1344,3 1/2,['133']
1345,3 for 2,"['115', '478']"
1346,3 mar 1987,"['106', '114', '120', '161', '162', '163', '164', '165', '166', '167', '168', '169', '170', '222', '223', '224', '225', '226', '227', '228', '229', '230', '281', '282', '283', '284', '285', '286', '287', '288', '289', '290', '341', '342', '343', '344', '345', '346', '347', '348', '349', '350', '402', '403', '404', '405', '406', '407', '408', '409', '410', '471', '472', '474', '475', '476', '477', '478', '479', '480', '481', '482', '483', '484', '485', '486', '487', '488', '489', '490']"
1347,"3,000",['200']
1348,"3,002,500",['394']
1349,"3,035,000",['037']
1350,"3,141,217",['417']
1351,"3,154,673",['366']
1352,"3,243,000",['478']
1353,"3,257",['200']
1354,"3,320,000",['074']
1355,"3,376,000",['013']
1356,"3,416,624",['119']
1357,"3,435",['473']
1358,"3,450,000",['415']
1359,"3,491,030","['201', '325']"
1360,"3,500",['211']
1361,"3,673,000",['186']
1362,"3,682,000",['335']
1363,"3,700",['200']
1364,"3,700,000",['335']
1365,"3,705,000",['293']
1366,"3,740,970",['245']
1367,"3,761,000",['092']
1368,"3,772,000",['120']
1369,"3,778,000",['199']
1370,"3,786",['305']
1371,"3,800",['305']
1372,"3,858,000",['335']
1373,"3,862,000",['336']
1374,"3,916,000",['289']
1375,"3,926,000",['240']
1376,"3,936,000",['184']
1377,"3,965,000",['184']
1378,"3,971,000",['024']
1379,"3,994",['212']
1380,3.03,"['048', '399']"
1381,3.038,['364']
1382,3.06,['193']
1383,3.07,"['014', '023', '374']"
1384,3.08,"['014', '023']"
1385,3.09,['065']
1386,3.1,"['428', '483', '483']"
1387,3.15,"['005', '005']"
1388,3.16,['370']
1389,3.2,"['006', '207', '269', '275', '448']"
1390,3.25,"['005', '140', '391', '496', '496']"
1391,3.25 i,['005']
1392,3.3,['483']
1393,3.4,"['219', '227', '374']"
1394,3.40,['402']
1395,3.44,['194']
1396,3.47,['029']
1397,3.5,"['098', '138', '207', '239', '425', '436', '448', '459', '496']"
1398,3.50,"['226', '412']"
1399,3.51,['372']
1400,3.56,['445']
1401,3.6,"['305', '391', '425', '496']"
1402,3.65,"['194', '402', '405']"
1403,3.66,"['066', '358']"
1404,3.69,"['072', '227']"
1405,3.7,"['006', '259']"
1406,3.70,['224']
1407,3.8,"['045', '207', '448']"
1408,3.81,['227']
1409,3.82,['210']
1410,3.84,['275']
1411,3.85,['224']
1412,3.87,"['177', '445']"
1413,3.88,['372']
1414,3.98,['050']
1415,30,"['018', '042', '045', '056', '057', '074', '084', '097', '097', '128', '166', '168', '182', '241', '241', '242', '247', '296', '302', '323', '323', '333', '369', '370', '376', '376', '376', '376', '397', '418', '420', '421', '421', '433', '435', '435', '438', '438', '441', '466', '466']"
1416,30 40,['056']
1417,30 minut,['447']
1418,"30,732",['166']
1419,30.3,"['261', '336']"
1420,30.4,['460']
1421,30.5,"['072', '072']"
1422,30.50,['333']
1423,30.6,['093']
1424,300,"['061', '099', '138', '138', '200', '200', '200', '204', '248', '265', '311', '314', '329', '447', '447', '450']"
1425,"300,000","['252', '316', '342', '406', '442', '466']"
1426,3000,"['348', '348', '348']"
1427,301,"['128', '247']"
1428,304,['097']
1429,305,['141']
1430,"305,082",['223']
1431,"308,927",['245']
1432,"309,000","['421', '442']"
1433,31,"['003', '013', '023', '036', '046', '049', '053', '056', '082', '101', '140', '140', '159', '168', '180', '182', '189', '197', '197', '207', '219', '223', '224', '225', '237', '240', '250', '250', '257', '261', '280', '293', '293', '293', '301', '314', '319', '323', '324', '336', '336', '344', '363', '366', '370', '370', '376', '414', '421', '422', '422', '423', '448', '464', '466', '478', '480', '481', '485']"
1434,"31,811",['305']
1435,31.1,['197']
1436,31.2,['236']
1437,31.6,['500']
1438,31.7,"['336', '338', '436']"
1439,310,"['097', '097']"
1440,"310,000",['316']
1441,312.8,['147']
1442,313,['445']
1443,315,['165']
1444,315.2,['014']
1445,316,['098']
1446,316.7,['194']
1447,32,"['045', '158', '370', '381', '419', '427']"
1448,32 bit,['088']
1449,"32,500",['332']
1450,"32,800",['233']
1451,32.5,['238']
1452,32.7,['164']
1453,32.9,['006']
1454,320,['060']
1455,"320,000",['438']
1456,327.2,['011']
1457,33,"['135', '228', '288', '333', '470']"
1458,33.3,['410']
1459,33.5,['365']
1460,33.7,['006']
1461,"330,000",['438']
1462,331.6,['172']
1463,"332,000",['219']
1464,"334,000",['365']
1465,"336,750",['482']
1466,336.63,['079']
1467,337,['023']
1468,337.3,['014']
1469,33p,['271']
1470,34,"['011', '018', '037', '228', '228', '421']"
1471,34.25,['195']
1472,34.3,['299']
