,Words,Total Frequency
6216,ideal,1
6217,mainstream,1
6218,00:37:11.96,1
6219,"1,071",1
6220,49.4,1
6221,149.40,1
6222,14.9,1
6223,26th,1
6224,54.3,1
6225,25.52,1
6226,125.59,1
6227,currency-link,1
6228,export-link,2
6229,772,1
6230,660.53,1
6231,153.49,1
6232,184.62,1
6233,bankrupcti,1
6234,subcontractor,1
6235,00:55:57.87,1
6236,bangladesh,2
6237,chittagong,1
6238,"7,000",2
6239,walk-out,1
6240,trigger,1
6241,unload,1
6242,strand,1
6243,01:01:34.13,1
6244,leigh-pemberton,5
6245,hostil,1
6246,restraint,1
6247,yorkshir,1
6248,humbersid,1
6249,confeder,1
6250,dinner,1
6251,unwelcom,2
6252,predat,1
6253,proprietor,1
6254,penetr,1
6255,degre,4
6256,contest,2
6257,dedic,1
6258,highly-charg,1
6259,temptat,1
6260,manipul,1
6261,tactic,2
6262,event,1
6263,entail,1
6264,opprobrium,1
6265,judgment,1
6266,outset,1
6267,contenpl,1
6268,sow,1
6269,whirlwind,1
6270,01:45:37.55,1
6271,tonen,3
6272,sekiyu,1
6273,sekiyukagaku,1
6274,kk,2
6275,acceler,2
6276,equally-own,1
6277,waterwhit,2
6278,adhes,1
6279,babi,1
6280,nappi,1
6281,toa,1
6282,nenryo,1
6283,kogyo,1
6284,tnen.t,1
6285,09:31:21.09,1
6286,crane,3
6287,hwhh.hk,1
6288,164,1
6289,h.k,1
6290,quaysid,1
6291,mitsui,1
6292,mset.t,1
6293,09:32:01.67,1
6294,standstil,1
6295,meter,1
6296,school,1
6297,closur,1
6298,09:32:40.79,1
6299,510,1
6300,lago,1
6301,agrio,1
6302,coast,1
6303,supplement,3
6304,12-point,1
6305,mercal,1
6306,pump,1
6307,"260,000",1
6308,cartel,1
6309,"173,500",1
6310,colombian,1
6311,138,1
6312,jaim,1
6313,lusinchi,2
6314,hector,1
6315,hurtado,1
6316,interior,1
6317,co-ordin,1
6318,09:33:35.86,1
6319,m-3,1
6320,prov,1
6321,o.7,1
6322,09:35:55.99,1
6323,greec,2
6324,paralyz,1
6325,unpreced,1
6326,olymp,1
6327,athen,1
6328,snowfal,2
6329,cold,2
6330,09:39:30.30,1
6331,malaysia,3
6332,rubber,4
6333,inra,3
6334,geneva,1
6335,hammer,1
6336,lim,1
6337,keng,1
6338,yaik,1
6339,strengthen,3
6340,orderli,1
6341,buffer,1
6342,09:39:45.70,1
6343,pharmacia,12
6344,eurocommerci,4
6345,internationalis,2
6346,suiss,2
6347,stanley,2
6348,svenska,2
6349,handelsbanken,2
6350,treasur,2
6351,bertil,2
6352,tiusanen,2
6353,stockholm,2
6354,counter,2
6355,09:40:54.41,1
6356,mcdowel,6
6357,interpharm,4
6358,19.9,1
6359,contig,1
6360,four-year,1
6361,09:41:09.67,1
6362,mortag,2
6363,guarantor,1
6364,investment-qu,1
6365,mortgage-back,1
6366,09:43:17.71,1
6367,caledonian,2
6368,diego,3
6369,civil,1
6370,lindbergh,1
6371,gatwick,1
6372,angeles/london,1
6373,nonstop,1
6374,roundtrip,1
6375,10:13:13.34,1
6376,contel,5
6377,ctc,1
6378,transpond,1
6379,10:13:54.12,1
6380,mannesmann,8
6381,mmwg.f,1
6382,pipe-mak,1
6383,suitabl,1
6384,werner,1
6385,dieter,2
6386,wirtschaftswoch,1
6387,fichtel,2
6388,und,2
6389,37.5,1
6390,heir,1
6391,10:15:44.63,1
6392,aig,1
6393,1.83,1
6394,296.6,1
6395,120.1,1
6396,4.90,1
6397,2.76,1
6398,795.8,1
6399,420.5,1
6400,139.2,1
6401,46.8,1
6402,94.0,1
6403,10:17:54.70,1
6404,one-for-50,2
6405,reposit,1
6406,"3,002,500",1
6407,"150,125,000",1
6408,orca,1
6409,10:18:25.05,1
6410,fexc,1
6411,152,1
6412,wrong,1
6413,infus,2
6414,280,1
6415,parent,2
6416,levi,2
6417,reinsur,1
6418,policyhold,1
6419,10:18:32.34,1
6420,rock,2
6421,cafe,2
6422,"2,240,000",1
6423,11.2,1
6424,"240,000",1
6425,10:18:46.99,1
6426,eight-year,1
6427,semi-st,1
6428,fond,1
6429,101-1/2,2
6430,10:18:51.21,1
6431,10:20:40.73,1
6432,dutch/shel,2
6433,rd.a,1
6434,shell,4
6435,holm,3
6436,472,1
6437,2.54,1
6438,outweigh,1
6439,nonetheless,1
6440,sc.l,1
6441,11.39,1
6442,11.06,1
6443,462,1
6444,windfal,1
6445,onto,1
6446,rowland,1
6447,barclay,1
6448,zoet,1
6449,wedd,1
6450,improb,1
6451,refin,1
6452,downstream,1
6453,upstream,3
6454,proport,4
6455,lag,2
6456,accentu,1
6457,subdu,1
6458,pretti,2
6459,bbd,1
6460,likelihood,1
6461,non-opec,1
6462,extraordinarili,1
6463,everyth,1
6464,10:21:29.06,1
6465,jcp,1
6466,jcpenney,1
6467,780,1
6468,741,1
6469,888,1
6470,838,1
6471,10:21:41.00,1
6472,f.w,2
6473,woolworth,3
6474,z,1
6475,416,1
6476,374,1
6477,7.1,1
6478,249,1
6479,233,1
6480,167,1
6481,141,1
6482,10:16:12.11,1
6483,phab,2
6484,crown,21
6485,3.40,1
6486,821.2,2
6487,740.2,1
6488,once-off,2
6489,intang,2
6490,know-how,2
6491,high-tech,3
6492,12.05,2
6493,12.38,2
6494,depositori,1
6495,adr,5
6496,1.96,1
6497,9.49,2
6498,10:16:24.19,1
6499,vwr,3
6500,vwrx,1
6501,momentun,1
6502,upholsteri,1
6503,leather,1
6504,naugahyd,1
6505,non-woven,1
6506,10:17:43.59,1
6507,hallwood,4
6508,hwg,1
6509,saxon,9
6510,anthoni,1
6511,gumbin,1
6512,succe,1
6513,bail,1
6514,10:20:45.46,1
6515,pariti,1
6516,badli,1
6517,133,1
6518,738,1
6519,2.23,1
6520,621,1
6521,lkb-produkt,1
6522,intermedics-intraocular,1
6523,10:23:39.80,1
6524,10:29:32.44,1
6525,united-guardian,3
6526,unir,1
6527,warexin,2
6528,disinfect,1
6529,kidney,1
6530,dialysi,1
6531,hospal,1
6532,rhone,1
6533,poulenc,1
6534,10:31:10.05,1
6535,transer,1
6536,maritim,1
6537,consumm,2
6538,10:32:15.36,1
6539,proxmir,5
6540,vow,1
6541,prohibit,2
6542,limited-servic,1
6543,thrift,3
6544,proscrib,1
6545,leagu,1
6546,spoken,1
6547,promptli,1
6548,recapit,1
6549,nonbank,1
6550,nonthrift,1
6551,10:33:48.56,1
6552,lard,3
6553,ined,2
6554,censu,1
6555,hydrogen,1
6556,33.3,1
6557,104.3,1
6558,154.2,1
6559,17:44:04.81,1
6560,afg,2
6561,17:44:10.05,1
6562,gsw,1
6563,2.16,1
6564,2.07,1
6565,"8,037,000",1
6566,"7,710,000",1
6567,136.4,1
6568,133.3,1
6569,camco,1
6570,4.3,2
6571,17:44:15.81,1
6572,santa,2
6573,anita,2
6574,sar,1
6575,17:44:19.38,1
6576,lana,1
6577,17:44:33.62,1
6578,marshal,5
6579,"508,000",1
6580,"3,450,000",1
6581,296.7,1
6582,298.0,1
6583,drummond,3
6584,mccall,3
6585,"952,000",1
6586,"2,569,000",1
6587,17:45:00.59,1
6588,17:45:27.43,1
6589,mayfair,1
6590,mayf,1
6591,"659,000",1
6592,"523,000",1
6593,"7,866,000",1
6594,"5,503,000",1
6595,"3,141,217",1
6596,"2,925,294",2
6597,"2,075,000",1
6598,"1,358,000",1
6599,19.3,1
6600,"2,980,247",1
6601,"295,000",1
6602,17:46:34.09,1
6603,banponc,2
6604,bdep,1
6605,<dateline>,1
6606,</dateline>,1
6607,8.25,1
6608,lincoln,1
6609,dillon,1
6610,17:50:20.87,1
6611,louisiana,2
6612,fdic,5
6613,merg,2
6614,glenmora,1
6615,la,2
6616,natchitoch,1
6617,danger,1
6618,hart,1
6619,hale,1
6620,plainview,1
6621,birmingham,1
6622,ala,1
6623,17:51:17.75,1
6624,oln,1
6625,successor,1
6626,w,1
6627,63,2
6628,16:12:28.42,1
6629,sudan,2
6630,pl480,1
6631,480,1
6632,"309,000",2
6633,durum,1
6634,shall,1
6635,"73,000",1
6636,16:14:48.69,1
6637,passag,1
6638,dump,1
6639,non-tariff,1
6640,gatt,1
6641,1993,1
6642,refund,2
6643,1977,2
6644,octoer,1
6645,16:15:15.79,1
6646,ambj,1
6647,16:17:16.42,1
6648,377,2
6649,279.085,1
6650,484,1
6651,281.546,1
6652,16:22:34.56,1
6653,wellhead,2
6654,residu,1
6655,16.7,2
6656,13.4,1
6657,17.4,1
6658,0.3,2
6659,16:26:35.20,1
6660,paraguay,3
6661,asuncion,1
6662,miami,1
6663,ongo,1
6664,paraguayan,1
6665,sri,1
6666,lanka,1
6667,16:27:23.99,1
6668,474.5,2
6669,172,1
6670,f-110-ge-100,1
6671,16:28:15.51,1
6672,<topics>,1
6673,</topics>,1
6674,gh,1
6675,wichita,1
6676,affirm,2
6677,amerian,1
6678,pollut,1
6679,groundwat,1
6680,3.1,3
6681,punit,1
6682,be,1
6683,clean-up,1
6684,cecil,1
6685,landown,1
6686,16:29:46.00,1
6687,mob,2
6688,107.2,2
6689,16:31:43.02,1
6690,imog,1
6691,gabriel,1
6692,fusco,2
6693,sequoia,1
6694,02:20:30.27,1
6695,semiconductor,2
6696,schlumberg,1
6697,slb,1
6698,fairchild,1
6699,itsu.t,1
6700,overli,1
6701,gather,1
6702,worsen,1
6703,strain,1
6704,supercomput,1
6705,02:53:25.14,1
6706,s.korea,1
6707,"387,000",1
6708,"225,000",2
6709,"290,000",1
6710,93.7,1
6711,seoul,1
6712,02:55:47.22,1
6713,awb,10
6714,ron,1
6715,paic,3
6716,certainli,1
6717,15.96,1
6718,summer,1
6719,15.14,1
6720,0.2,1
6721,weather-damag,1
6722,nearer,1
6723,15.08,1
6724,16.13,1
6725,"422,000",1
6726,on-farm,1
6727,"620,000",1
6728,1984/85,1
6729,03:05:34.83,1
6730,bh,1
6731,one-for-f,1
6732,norgold,7
6733,nbha.m,1
6734,nbh,7
6735,offshoot,1
6736,par-valu,1
6737,240.5,1
6738,preciou,1
6739,pre-develop,1
6740,bottl,1
6741,creek,1
6742,leonora,1
6743,"35,000",1
6744,ounc,3
6745,coron,1
6746,gold/platinum,1
6747,poona,1
6748,copper/gold,1
6749,queensland,1
6750,wale,1
6751,tasmania,1
6752,03:13:36.35,1
6753,"10,000",1
6754,unsur,1
6755,03:15:32.57,1
6756,122,1
6757,bold,1
6758,achiev,3
6759,"617,000",1
6760,applianc,1
6761,1990/91,1
6762,non-ferr,1
6763,03:24:08.77,1
6764,threaten,3
6765,13-day-old,1
6766,docemart,1
6767,harbour,1
6768,duress,1
6769,sarney,1
6770,despatch,1
6771,defiant,1
6772,mood,1
6773,orlando,1
6774,"1,100",1
6775,deterior,1
6776,denounc,1
6777,irrat,1
6778,unpatriot,1
6779,"1,977",1
6780,captain,1
6781,"7,993",1
6782,"15,229",1
6783,ghana,1
6784,almir,1
6785,pazzionotto,1
6786,03:33:11.39,1
6787,indonesia,3
6788,"360,000",1
6789,dharyono,2
6790,kertosastro,2
6791,shade,1
6792,tree,1
6793,pest,1
6794,"90,000",1
6795,"320,000",1
6796,"330,000",1
6797,944,1
6798,seed,1
6799,03:35:55.06,1
6800,renouf,7
6801,10.83,2
6802,nzi,9
6803,bil,4
6804,207.7,1
6805,mike,1
6806,cashin,2
6807,74.9,1
6808,2.725,1
6809,"2,095",1
6810,"1,709",1
6811,attach,2
6812,detach,1
6813,bearer,1
6814,"2,486",1
6815,673.4,1
6816,678.8,1
6817,opportun,1
6818,4.08,1
6819,6.15,1
6820,03:41:22.87,1
6821,boliden,1
6822,bld,1
6823,conglomer,1
6824,ahlsel,1
6825,09:44:16.03,1
6826,renault,16
6827,national,1
6828,usin,1
6829,rena.pa,1
6830,amo.n,1
6831,perspect,1
6832,constructor,1
6833,iacocca,2
6834,welcom,3
6835,relev,1
6836,preferenti,1
6837,09:45:22.44,1
6838,cattl,2
6839,slaughter,3
6840,guesstim,3
6841,"285,000",1
6842,"292,000",1
6843,"131,000",1
6844,"119,000",1
6845,09:48:14.59,1
6846,burton,3
6847,09:48:24.44,1
6848,clair,3
6849,cle,1
6850,"6,360,000",1
6851,"4,350,000",1
6852,sdame,1
6853,"934,000",1
6854,"2,289,000",1
6855,16.4,1
6856,09:48:54.24,1
6857,226,1
6858,risen,1
6859,abov,1
6860,522,1
6861,8.87,1
6862,geogia,1
6863,low-pow,1
6864,waynesboro,1
6865,oglethorp,1
6866,8.35,2
6867,3.56,1
6868,313,1
6869,177,2
6870,buyback,1
6871,bing,1
6872,2326,1
6873,nonrecover,1
6874,three-year,1
6875,1986-1988,1
6876,09:49:29.88,1
6877,stora,4
6878,papyru,3
6879,kopparberg,1
6880,bergslag,1
6881,skp,1
6882,rival,1
6883,threshold,1
6884,compulsorili,1
6885,forest,1
6886,london-bas,1
6887,09:50:57.39,1
6888,ex-im,3
6889,export-import,1
6890,takashi,1
6891,tanaka,2
6892,refrain,1
6893,30-minut,1
6894,dilson,2
6895,funaro,4
6896,context,2
6897,imf,2
6898,09:55:58.63,1
6899,edg,1
6900,non-oil,1
6901,09:58:33.04,1
6902,09:59:00.21,1
6903,228,1
6904,10:22:24.09,1
6905,spanish,2
6906,spain,4
6907,socialist,1
6908,choke,1
6909,unpleas,1
6910,dismiss,1
6911,peseta,1
6912,clash,1
6913,sacrific,1
6914,student,1
6915,occurr,1
6916,felip,1
6917,gonzalez,1
6918,maximium,1
6919,decre,1
6920,gazett,1
6921,liberalis,1
6922,inevit,1
6923,companion,1
6924,10:22:36.39,1
6925,gambro,1
6926,gamb,1
6927,133.5,1
6928,101,1
6929,1.61,1
6930,1.51,1
6931,0.80,1
6932,0.40,1
6933,10:22:52.88,1
6934,klm,2
6935,klm.a,1
6936,66.5,1
6937,65.7,1
6938,66.6,2
6939,april/februari,2
6940,10:24:42.04,1
6941,pave,2
6942,diplomat,2
6943,delight,1
6944,oliv,1
6945,9.5,1
6946,subsidis,1
6947,trickl,1
6948,backslid,1
6949,waver,1
6950,augur,1
6951,curtail,1
6952,fran,1
6953,andriessen,1
6954,cushion,1
6955,swallow,1
6956,10:26:01.21,1
6957,mst,1
6958,113.2,1
6959,105.9,1
6960,10:26:54.83,1
6961,276.7,1
6962,249.0,1
6963,10:27:17.51,1
6964,mci,7
6965,mcic,1
6966,att,7
6967,deregul,8
6968,tomarrow,1
6969,marketplac,1
6970,bert,1
6971,fcc,5
6972,breakup,1
6973,bell,2
6974,allay,1
6975,denni,1
6976,piecem,1
6977,10:28:58.48,1
6978,disast,2
6979,kinross,3
6980,culpabl,1
6981,homicid,1
6982,attorney,1
6983,minework,1
6984,toxic,1
6985,fume,1
6986,suffoc,1
6987,underground,1
6988,accus,1
6989,heard,1
6990,witbank,1
6991,mid-may,1
6992,10:29:08.77,1
6993,resource-bas,1
6994,listen,1
6995,comnon,1
6996,prison,1
6997,boundari,1
6998,answer,1
6999,10:29:32.48,1
7000,firstr,1
7001,30.4,1
7002,113.6,1
7003,87.1,1
7004,28.6,1
7005,10:30:15.23,1
7006,amgen,3
7007,amgn,1
7008,10:30:54.88,1
7009,kiechl,4
7010,aspect,1
7011,ignaz,1
7012,truder,1
7013,munich,1
7014,ireland,1
7015,10:31:02.83,1
7016,anyway,1
7017,realli,1
7018,barbara,1
7019,mikulski,1
7020,maryland,1
7021,forgiv,1
7022,10:31:43.52,1
7023,amswa,1
7024,semiannu,1
7025,12.5,1
7026,pre-split,2
7027,10:32:49.32,1
7028,comdata,9
7029,cdn,1
7030,welsh,1
7031,carson,1
7032,anderson,1
7033,stow,1
7034,wca,5
7035,corpror,1
7036,10:33:14.32,1
7037,noel,4
7038,nol,1
7039,placement,1
7040,marcxh,1
7041,ruchlam,1
7042,adjourn,1
7043,kingston,1
7044,7.50,1
7045,kof,1
7046,piggyback,1
7047,10:33:53.46,1
7048,bbuy,1
7049,20.7,1
7050,213.4,1
7051,101.2,1
7052,10:34:53.47,1
7053,fd,1
7054,720.0,1
7055,656.8,1
7056,10:35:30.66,1
7057,morton-thiokol,6
7058,mti,1
7059,4-1/4,1
7060,"122,700",1
7061,ziegler,1
7062,profil,1
7063,arenson,1
7064,dlj,1
7065,inclus,1
7066,automat,1
7067,47-3/8,1
7068,10:35:58.91,1
7069,cc,1
7070,67.4,1
7071,50.5,1
7072,comparabvl,1
7073,salesd,1
7074,705.5,1
7075,22.0,1
7076,10:34:47.47,1
7077,50-mln,1
7078,subscript,1
7079,oolder,1
7080,jong,1
7081,c.v,1
7082,haighton,1
7083,ruth,1
7084,10:35:22.38,1
7085,moni,2
7086,8-1/8,1
7087,non-cal,1
7088,"encoding=""UTF-8""?><root>reuter",1
7089,topics=,1
7090,ye,1
7091,lewissplit=,1
7092,cgisplit=,1
7093,training-set,1
7094,oldid=,1
7095,16377,1
7096,newid=,1
7097,1057,1
7098,"2,435",1
7099,"3,435",1
7100,grown,2
7101,hgca,2
7102,10:38:44.01,1
7103,ffkz,1
7104,78,1
7105,"1,413,000",1
7106,"1,776,000",1
7107,705.3,1
7108,597.3,1
7109,495.6,1
7110,493.9,1
7111,260.0,1
7112,379.7,1
7113,proxi,1
7114,kalamazoo,1
7115,10:39:00.13,1
7116,extended-rang,1
7117,767-300,2
7118,767-200,1
7119,"6,600",1
7120,215,1
7121,tri-class,1
7122,configur,2
7123,widebodi,1
7124,251,1
7125,bewtween,1
7126,767,1
7127,a300,1
7128,10:40:22.86,1
7129,iad,1
7130,overallot,1
7131,10:40:34.06,1
7132,acustar,2
7133,unauthor,2
7134,over-the-count,1
7135,10:41:05.96,1
7136,toll,1
7137,tol,1
7138,"3,243,000",1
7139,"1,656,000",1
7140,28.4,1
7141,21.5,1
7142,amt,1
7143,10:41:11.13,1
7144,unicorp,2
7145,uac,1
7146,sybedon,1
7147,10:41:36.86,1
7148,psi,1
7149,10:41:41.92,1
7150,berkshir,1
7151,bga,1
7152,qtlri,1
7153,28.5,2
7154,10:44:50.56,1
7155,"535,460",1
7156,"336,750",1
7157,excis,1
7158,"64,000",1
7159,1/februari,1
7160,2.99,1
7161,2.96,1
7162,1.89,1
7163,"251,000",1
7164,"284,000",1
7165,promin,1
7166,"167,700",1
7167,poland,3
7168,"54,500",1
7169,"55,200",1
7170,"52,000",1
7171,"103,700",1
7172,"233,000",1
7173,"133,265",1
7174,arabia,1
7175,"53,800",1
7176,10:46:56.99,1
7177,3.3,1
7178,10:47:04.45,1
7179,winterkil,5
7180,accu,1
7181,czechoslovakia,2
7182,romania,2
7183,accu-weath,2
7184,spotti,1
7185,temperatur,3
7186,0,3
7187,10:51:22.13,1
7188,charm,1
7189,shopp,1
7190,chr,1
7191,127.3,1
7192,59,1
7193,40.5,1
7194,28.7,1
7195,521.2,1
7196,391.6,1
7197,10:51:40.11,1
7198,pansoph,2
7199,pn,2
7200,2-for-1,1
7201,10:53:04.16,1
7202,lac,3
7203,intersect,3
7204,doyon,2
7205,cambior,1
7206,0.33,1
7207,"1,411",1
7208,0.22,1
7209,"2,064",1
7210,460,2
7211,10:56:04.53,1
7212,crandal,3
7213,shuttl,1
7214,transatlant,1
7215,10:58:14.10,1
7216,calmar,5
7217,clmi,1
7218,kebo,3
7219,keboo,1
7220,calmark,1
7221,25.375,1
7222,beijar,1
7223,10:59:14.04,1
7224,loom,2
7225,sear,1
7226,roebuck,1
7227,17:51:29.26,1
7228,daewoo,3
7229,korea-bas,1
7230,565,1
7231,automobil,1
7232,catalyt,1
7233,emiss,1
7234,17:55:36.88,1
7235,grave,2
7236,antonio,1
7237,padua,1
7238,seixa,3
7239,phrase,1
7240,beli,1
7241,anger,2
7242,frustrat,1
7243,rhode,1
7244,vice-chairmen,1
7245,clarifi,1
7246,trip,1
7247,volcker,1
7248,camdessu,1
7249,multi-year,1
7250,17:57:05.23,1
7251,lng,6
7252,algeria,4
7253,youcef,1
7254,yousfi,1
7255,director-gener,1
7256,sonatrach,2
7257,algerian,5
7258,algier,1
7259,restart,1
7260,mothbal,1
7261,1988/1989,1
7262,tuli,2
7263,bro,1
7264,panhandl,1
7265,pel,1
7266,distriga,1
7267,cabot,1
7268,paso,1
7269,bni,1
7270,frank,2
7271,spadin,1
7272,forse,1
7273,onstream,1
7274,emphas,1
7275,looser,1
7276,17:59:30.27,1
7277,rescu,3
7278,markup,1
7279,boren,6
7280,d-okla,1
7281,byrd,1
7282,d-w.va,1
7283,fca,8
7284,certifi,3
7285,exhaust,1
7286,naylor,4
7287,tied-up,1
7288,perhap,2
7289,three-man,1
7290,marvin,1
7291,plight,1
7292,bee,1
7293,beesley,5
7294,billington,2
7295,shrank,1
7296,54.6,1
7297,safe,1
7298,bondhold,2
7299,worri,1
7300,revamp,1
7301,de-centr,1
7302,semi-independ,1
7303,resal,1
7304,set-up,1
7305,18:00:08.86,1
7306,scath,2
7307,embattl,1
7308,death,1
7309,knell,1
7310,tenur,1
7311,mute,1
7312,advic,1
7313,conscienc,1
7314,gruff,1
7315,friend,1
7316,autocrat,1
7317,wife,1
7318,nanci,1
7319,departur,2
7320,immin,1
7321,poindext,1
7322,alli,1
7323,coloss,1
7324,blunder,1
7325,asid,1
7326,candid,1
7327,18:02:58.44,1
7328,tight,1
7329,pick-up,1
7330,creation,1
7331,24-industri,1
7332,1.69,1
7333,2.75,1
7334,buoyant,2
7335,shrink,1
7336,2.25,1
7337,outstrip,1
7338,scope,1
7339,rationalis,1
7340,modernis,1
7341,deceler,1
7342,vigor,1
7343,questionmark,1
7344,earner,1
7345,preserv,1
7346,18:04:52.91,1
7347,dormant,1
7348,eep,4
7349,lyng,3
7350,counterpart,1
7351,sail,1
7352,interag,3
7353,deliber,1
7354,nudg,1
7355,day-long,1
7356,capitol,1
7357,subcabinet-level,1
7358,describ,1
7359,calm,1
7360,factual,1
7361,disarray,1
7362,18:07:18.31,1
7363,mln-dlr,1
7364,announcec,1
7365,viabl,1
7366,treassuri,1
7367,four-month,1
7368,seren,1
7369,neighbor,1
7370,one-pag,1
7371,stand-bi,1
7372,balance-of-pay,1
7373,restrain,1
7374,reportedli,1
7375,18:09:37.31,1
7376,helicopt,2
7377,e.h,2
7378,eh101,2
7379,fleet,1
7380,king,1
7381,textron,1
7382,marconi,1
7383,cmw,1
7384,imp,1
7385,paramax,1
7386,augusta,1
7387,s.p.a,1
7388,sikorski,1
7389,westland,1
7390,submarin,1
7391,18:11:09.21,1
7392,alatenn,1
7393,atng,1
7394,"1,699,124",1
7395,"1,177,786",1
7396,45.6,1
7397,31.6,1
7398,2.22,1
7399,2.20,1
7400,"5,057,292",1
7401,"4,961,085",1
7402,130.2,1
7403,126.7,1
